iShares S&P 500 Growth ETF
Inception Date,"22-may-2000"
Fund Holdings as of,"31-oct-2017"
Total Net Assets,"19,458,359,427.09"
,"131,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.26","155.33","321,585.00","49,951,798.05","49,951,798.05","Bienes Raíces","2812452","US8288061091","New York Stock Exchange Inc."
"ZTS","ZOETIS INC CLASS A","Equity","0.25","63.82","769,446.00","49,106,043.72","49,106,043.72","Cuidado de la Salud","B95WG16","US98978V1035","New York Stock Exchange Inc."
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Equity","0.25","75.67","648,130.00","49,043,997.10","49,043,997.10","Tecnología de la Información","2257019","US1924461023","NASDAQ"
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.25","402.62","120,417.00","48,482,292.54","48,482,292.54","Cuidado de la Salud","2730190","US75886F1075","NASDAQ"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.25","92.76","521,047.00","48,332,319.72","48,332,319.72","Tecnología de la Información","2769796","US31620M1062","New York Stock Exchange Inc."
"EOG","EOG RESOURCES INC","Equity","0.24","99.87","470,598.00","46,998,622.26","46,998,622.26","Energía","2318024","US26875P1012","New York Stock Exchange Inc."
"DHR","DANAHER CORP","Equity","0.24","92.27","507,985.00","46,871,775.95","46,871,775.95","Cuidado de la Salud","2250870","US2358511028","New York Stock Exchange Inc."
"LUV","SOUTHWEST AIRLINES","Equity","0.24","53.86","862,930.00","46,477,409.80","46,477,409.80","Industriales","2831543","US8447411088","New York Stock Exchange Inc."
"CME","CME GROUP INC CLASS A","Equity","0.24","137.17","335,566.00","46,029,588.22","46,029,588.22","Financieros","2965839","US12572Q1058","NASDAQ"
"CSX","CSX CORP","Equity","0.23","50.43","901,667.00","45,471,066.81","45,471,066.81","Industriales","2160753","US1264081035","NASDAQ"
"BLK","BLACKROCK INC","Equity","0.23","470.83","95,130.00","44,790,057.90","44,790,057.90","Financieros","2494504","US09247X1019","New York Stock Exchange Inc."
